relative_path,filename,dimensions_x_y_z,triangles,candidate_categories
Models/tiles/hex/gltf/hex_forest_roadM_detail.gltf.glb,hex_forest_roadM_detail.gltf.glb,2.0 x 2.309 x 1.0,664,roads; trees/vegetation; props
Models/tiles/hex/gltf/hex_forest_transitionA.gltf.glb,hex_forest_transitionA.gltf.glb,2.0 x 2.309 x 1.069,206,trees/vegetation
Models/tiles/hex/gltf/hex_forest_transitionB.gltf.glb,hex_forest_transitionB.gltf.glb,2.0 x 2.309 x 1.069,206,trees/vegetation
Models/tiles/hex/gltf/hex_forest_waterA.gltf.glb,hex_forest_waterA.gltf.glb,2.0 x 2.309 x 1.0,80,water/coasts; trees/vegetation
Models/tiles/hex/gltf/hex_forest_waterA_detail.gltf.glb,hex_forest_waterA_detail.gltf.glb,2.0 x 2.309 x 1.0,118,water/coasts; trees/vegetation; props
Models/tiles/hex/gltf/hex_forest_waterA_empty.gltf.glb,hex_forest_waterA_empty.gltf.glb,1.0 x 1.732 x 1.0,56,water/coasts; trees/vegetation
Models/tiles/hex/gltf/hex_forest_waterB.gltf.glb,hex_forest_waterB.gltf.glb,2.0 x 2.309 x 1.001,54,water/coasts; trees/vegetation
Models/tiles/hex/gltf/hex_forest_waterB_detail.gltf.glb,hex_forest_waterB_detail.gltf.glb,2.0 x 2.309 x 1.001,96,water/coasts; trees/vegetation; props
Models/tiles/hex/gltf/hex_forest_waterB_empty.gltf.glb,hex_forest_waterB_empty.gltf.glb,1.0 x 2.309 x 1.001,44,water/coasts; trees/vegetation
Models/tiles/hex/gltf/hex_forest_waterC.gltf.glb,hex_forest_waterC.gltf.glb,2.0 x 2.309 x 1.001,178,water/coasts; trees/vegetation
Models/tiles/hex/gltf/hex_forest_waterC_detail.gltf.glb,hex_forest_waterC_detail.gltf.glb,2.0 x 2.309 x 1.001,228,water/coasts; trees/vegetation; props
Models/tiles/hex/gltf/hex_forest_waterC_empty.gltf.glb,hex_forest_waterC_empty.gltf.glb,1.022 x 2.309 x 1.001,138,water/coasts; trees/vegetation
Models/tiles/hex/gltf/hex_forest_waterD.gltf.glb,hex_forest_waterD.gltf.glb,2.0 x 2.309 x 1.001,110,water/coasts; trees/vegetation
Models/tiles/hex/gltf/hex_forest_waterD_detail.gltf.glb,hex_forest_waterD_detail.gltf.glb,2.0 x 2.309 x 1.001,154,water/coasts; trees/vegetation; props
Models/tiles/hex/gltf/hex_forest_waterD_empty.gltf.glb,hex_forest_waterD_empty.gltf.glb,2.0 x 2.309 x 1.001,98,water/coasts; trees/vegetation
Models/tiles/hex/gltf/hex_rock.gltf.glb,hex_rock.gltf.glb,2.0 x 2.309 x 1.0,56,rocks
Models/tiles/hex/gltf/hex_rock_detail.gltf.glb,hex_rock_detail.gltf.glb,2.0 x 2.309 x 1.0,92,rocks; props
Models/tiles/hex/gltf/hex_rock_roadA.gltf.glb,hex_rock_roadA.gltf.glb,2.0 x 2.309 x 1.0,286,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadA_detail.gltf.glb,hex_rock_roadA_detail.gltf.glb,2.0 x 2.309 x 1.0,322,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadB.gltf.glb,hex_rock_roadB.gltf.glb,2.0 x 2.309 x 1.0,204,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadB_detail.gltf.glb,hex_rock_roadB_detail.gltf.glb,2.0 x 2.309 x 1.0,240,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadC.gltf.glb,hex_rock_roadC.gltf.glb,2.0 x 2.309 x 1.0,202,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadC_detail.gltf.glb,hex_rock_roadC_detail.gltf.glb,2.0 x 2.309 x 1.0,238,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadD.gltf.glb,hex_rock_roadD.gltf.glb,2.0 x 2.309 x 1.0,222,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadD_detail.gltf.glb,hex_rock_roadD_detail.gltf.glb,2.0 x 2.309 x 1.0,258,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadE.gltf.glb,hex_rock_roadE.gltf.glb,2.0 x 2.309 x 1.0,294,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadE_detail.gltf.glb,hex_rock_roadE_detail.gltf.glb,2.0 x 2.309 x 1.0,330,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadF.gltf.glb,hex_rock_roadF.gltf.glb,2.0 x 2.309 x 1.0,318,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadF_detail.gltf.glb,hex_rock_roadF_detail.gltf.glb,2.0 x 2.309 x 1.0,354,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadG.gltf.glb,hex_rock_roadG.gltf.glb,2.0 x 2.309 x 1.0,292,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadG_detail.gltf.glb,hex_rock_roadG_detail.gltf.glb,2.0 x 2.309 x 1.0,328,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadH.gltf.glb,hex_rock_roadH.gltf.glb,2.0 x 2.309 x 1.0,334,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadH_detail.gltf.glb,hex_rock_roadH_detail.gltf.glb,2.0 x 2.309 x 1.0,370,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadI.gltf.glb,hex_rock_roadI.gltf.glb,2.0 x 2.309 x 1.0,384,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadI_detail.gltf.glb,hex_rock_roadI_detail.gltf.glb,2.0 x 2.309 x 1.0,420,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadJ.gltf.glb,hex_rock_roadJ.gltf.glb,2.0 x 2.309 x 1.0,404,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadJ_detail.gltf.glb,hex_rock_roadJ_detail.gltf.glb,2.0 x 2.309 x 1.0,440,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadK.gltf.glb,hex_rock_roadK.gltf.glb,2.0 x 2.309 x 1.0,444,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadK_detail.gltf.glb,hex_rock_roadK_detail.gltf.glb,2.0 x 2.309 x 1.0,480,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadL.gltf.glb,hex_rock_roadL.gltf.glb,2.0 x 2.309 x 1.0,610,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadL_detail.gltf.glb,hex_rock_roadL_detail.gltf.glb,2.0 x 2.309 x 1.0,646,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_roadM.gltf.glb,hex_rock_roadM.gltf.glb,2.0 x 2.309 x 1.0,628,roads; rocks
Models/tiles/hex/gltf/hex_rock_roadM_detail.gltf.glb,hex_rock_roadM_detail.gltf.glb,2.0 x 2.309 x 1.0,664,roads; rocks; props
Models/tiles/hex/gltf/hex_rock_transitionA.gltf.glb,hex_rock_transitionA.gltf.glb,2.0 x 2.309 x 1.069,206,cliffs/high ground; rocks
Models/tiles/hex/gltf/hex_rock_transitionB.gltf.glb,hex_rock_transitionB.gltf.glb,2.0 x 2.309 x 1.069,206,cliffs/high ground; rocks
Models/tiles/hex/gltf/hex_rock_waterA.gltf.glb,hex_rock_waterA.gltf.glb,2.0 x 2.309 x 1.0,80,water/coasts; rocks
Models/tiles/hex/gltf/hex_rock_waterA_detail.gltf.glb,hex_rock_waterA_detail.gltf.glb,2.0 x 2.309 x 1.0,118,water/coasts; rocks; props
Models/tiles/hex/gltf/hex_rock_waterA_empty.gltf.glb,hex_rock_waterA_empty.gltf.glb,1.0 x 1.732 x 1.0,56,water/coasts; rocks
Models/tiles/hex/gltf/hex_rock_waterB.gltf.glb,hex_rock_waterB.gltf.glb,2.0 x 2.309 x 1.001,54,water/coasts; rocks
Models/tiles/hex/gltf/hex_rock_waterB_detail.gltf.glb,hex_rock_waterB_detail.gltf.glb,2.0 x 2.309 x 1.001,96,water/coasts; rocks; props
Models/tiles/hex/gltf/hex_rock_waterB_empty.gltf.glb,hex_rock_waterB_empty.gltf.glb,1.0 x 2.309 x 1.001,44,water/coasts; rocks
Models/tiles/hex/gltf/hex_rock_waterC.gltf.glb,hex_rock_waterC.gltf.glb,2.0 x 2.309 x 1.001,178,water/coasts; rocks
Models/tiles/hex/gltf/hex_rock_waterC_detail.gltf.glb,hex_rock_waterC_detail.gltf.glb,2.0 x 2.309 x 1.001,228,water/coasts; rocks; props
Models/tiles/hex/gltf/hex_rock_waterC_empty.gltf.glb,hex_rock_waterC_empty.gltf.glb,1.022 x 2.309 x 1.001,138,water/coasts; rocks
Models/tiles/hex/gltf/hex_rock_waterD.gltf.glb,hex_rock_waterD.gltf.glb,2.0 x 2.309 x 1.001,110,water/coasts; rocks
Models/tiles/hex/gltf/hex_rock_waterD_detail.gltf.glb,hex_rock_waterD_detail.gltf.glb,2.0 x 2.309 x 1.001,154,water/coasts; rocks; props
Models/tiles/hex/gltf/hex_rock_waterD_empty.gltf.glb,hex_rock_waterD_empty.gltf.glb,2.0 x 2.309 x 1.001,98,water/coasts; rocks
Models/tiles/hex/gltf/hex_sand.gltf.glb,hex_sand.gltf.glb,2.0 x 2.309 x 1.0,56,
Models/tiles/hex/gltf/hex_sand_detail.gltf.glb,hex_sand_detail.gltf.glb,2.0 x 2.309 x 1.0,92,props
Models/tiles/hex/gltf/hex_sand_roadA.gltf.glb,hex_sand_roadA.gltf.glb,2.0 x 2.309 x 1.0,286,roads
Models/tiles/hex/gltf/hex_sand_roadA_detail.gltf.glb,hex_sand_roadA_detail.gltf.glb,2.0 x 2.309 x 1.0,322,roads; props
Models/tiles/hex/gltf/hex_sand_roadB.gltf.glb,hex_sand_roadB.gltf.glb,2.0 x 2.309 x 1.0,204,roads
Models/tiles/hex/gltf/hex_sand_roadB_detail.gltf.glb,hex_sand_roadB_detail.gltf.glb,2.0 x 2.309 x 1.0,240,roads; props
Models/tiles/hex/gltf/hex_sand_roadC.gltf.glb,hex_sand_roadC.gltf.glb,2.0 x 2.309 x 1.0,202,roads
Models/tiles/hex/gltf/hex_sand_roadC_detail.gltf.glb,hex_sand_roadC_detail.gltf.glb,2.0 x 2.309 x 1.0,238,roads; props
Models/tiles/hex/gltf/hex_sand_roadD.gltf.glb,hex_sand_roadD.gltf.glb,2.0 x 2.309 x 1.0,222,roads
Models/tiles/hex/gltf/hex_sand_roadD_detail.gltf.glb,hex_sand_roadD_detail.gltf.glb,2.0 x 2.309 x 1.0,258,roads; props
Models/tiles/hex/gltf/hex_sand_roadE.gltf.glb,hex_sand_roadE.gltf.glb,2.0 x 2.309 x 1.0,294,roads
Models/tiles/hex/gltf/hex_sand_roadE_detail.gltf.glb,hex_sand_roadE_detail.gltf.glb,2.0 x 2.309 x 1.0,330,roads; props
Models/tiles/hex/gltf/hex_sand_roadF.gltf.glb,hex_sand_roadF.gltf.glb,2.0 x 2.309 x 1.0,318,roads
Models/tiles/hex/gltf/hex_sand_roadF_detail.gltf.glb,hex_sand_roadF_detail.gltf.glb,2.0 x 2.309 x 1.0,354,roads; props
Models/tiles/hex/gltf/hex_sand_roadG.gltf.glb,hex_sand_roadG.gltf.glb,2.0 x 2.309 x 1.0,292,roads
Models/tiles/hex/gltf/hex_sand_roadG_detail.gltf.glb,hex_sand_roadG_detail.gltf.glb,2.0 x 2.309 x 1.0,328,roads; props
Models/tiles/hex/gltf/hex_sand_roadH.gltf.glb,hex_sand_roadH.gltf.glb,2.0 x 2.309 x 1.0,334,roads
Models/tiles/hex/gltf/hex_sand_roadH_detail.gltf.glb,hex_sand_roadH_detail.gltf.glb,2.0 x 2.309 x 1.0,370,roads; props
Models/tiles/hex/gltf/hex_sand_roadI.gltf.glb,hex_sand_roadI.gltf.glb,2.0 x 2.309 x 1.0,384,roads
Models/tiles/hex/gltf/hex_sand_roadI_detail.gltf.glb,hex_sand_roadI_detail.gltf.glb,2.0 x 2.309 x 1.0,420,roads; props
Models/tiles/hex/gltf/hex_sand_roadJ.gltf.glb,hex_sand_roadJ.gltf.glb,2.0 x 2.309 x 1.0,404,roads
Models/tiles/hex/gltf/hex_sand_roadJ_detail.gltf.glb,hex_sand_roadJ_detail.gltf.glb,2.0 x 2.309 x 1.0,440,roads; props
Models/tiles/hex/gltf/hex_sand_roadK.gltf.glb,hex_sand_roadK.gltf.glb,2.0 x 2.309 x 1.0,444,roads
Models/tiles/hex/gltf/hex_sand_roadK_detail.gltf.glb,hex_sand_roadK_detail.gltf.glb,2.0 x 2.309 x 1.0,480,roads; props
Models/tiles/hex/gltf/hex_sand_roadL.gltf.glb,hex_sand_roadL.gltf.glb,2.0 x 2.309 x 1.0,610,roads
Models/tiles/hex/gltf/hex_sand_roadL_detail.gltf.glb,hex_sand_roadL_detail.gltf.glb,2.0 x 2.309 x 1.0,646,roads; props
Models/tiles/hex/gltf/hex_sand_roadM.gltf.glb,hex_sand_roadM.gltf.glb,2.0 x 2.309 x 1.0,628,roads
Models/tiles/hex/gltf/hex_sand_roadM_detail.gltf.glb,hex_sand_roadM_detail.gltf.glb,2.0 x 2.309 x 1.0,664,roads; props
Models/tiles/hex/gltf/hex_sand_transitionA.gltf.glb,hex_sand_transitionA.gltf.glb,2.0 x 2.309 x 1.069,206,
Models/tiles/hex/gltf/hex_sand_transitionB.gltf.glb,hex_sand_transitionB.gltf.glb,2.0 x 2.309 x 1.069,206,
Models/tiles/hex/gltf/hex_sand_waterA.gltf.glb,hex_sand_waterA.gltf.glb,2.0 x 2.309 x 1.0,80,water/coasts
Models/tiles/hex/gltf/hex_sand_waterA_detail.gltf.glb,hex_sand_waterA_detail.gltf.glb,2.0 x 2.309 x 1.0,118,water/coasts; props
Models/tiles/hex/gltf/hex_sand_waterA_empty.gltf.glb,hex_sand_waterA_empty.gltf.glb,1.0 x 1.732 x 1.0,56,water/coasts
Models/tiles/hex/gltf/hex_sand_waterB.gltf.glb,hex_sand_waterB.gltf.glb,2.0 x 2.309 x 1.001,54,water/coasts
Models/tiles/hex/gltf/hex_sand_waterB_detail.gltf.glb,hex_sand_waterB_detail.gltf.glb,2.0 x 2.309 x 1.001,96,water/coasts; props
Models/tiles/hex/gltf/hex_sand_waterB_empty.gltf.glb,hex_sand_waterB_empty.gltf.glb,1.0 x 2.309 x 1.001,44,water/coasts
Models/tiles/hex/gltf/hex_sand_waterC.gltf.glb,hex_sand_waterC.gltf.glb,2.0 x 2.309 x 1.001,178,water/coasts
Models/tiles/hex/gltf/hex_sand_waterC_detail.gltf.glb,hex_sand_waterC_detail.gltf.glb,2.0 x 2.309 x 1.001,228,water/coasts; props
Models/tiles/hex/gltf/hex_sand_waterC_empty.gltf.glb,hex_sand_waterC_empty.gltf.glb,1.022 x 2.309 x 1.001,138,water/coasts
Models/tiles/hex/gltf/hex_sand_waterD.gltf.glb,hex_sand_waterD.gltf.glb,2.0 x 2.309 x 1.001,110,water/coasts
Models/tiles/hex/gltf/hex_sand_waterD_detail.gltf.glb,hex_sand_waterD_detail.gltf.glb,2.0 x 2.309 x 1.001,154,water/coasts; props
Models/tiles/hex/gltf/hex_sand_waterD_empty.gltf.glb,hex_sand_waterD_empty.gltf.glb,2.0 x 2.309 x 1.001,98,water/coasts
Models/tiles/hex/gltf/hex_water.gltf.glb,hex_water.gltf.glb,2.0 x 2.309 x 1.0,56,water/coasts
Models/tiles/hex/gltf/hex_water_detail.gltf.glb,hex_water_detail.gltf.glb,2.0 x 2.309 x 0.9,62,water/coasts; props
Models/tiles/square/gltf/square_forest.gltf.glb,square_forest.gltf.glb,2.0 x 2.0 x 1.0,12,trees/vegetation
Models/tiles/square/gltf/square_forest_detail.gltf.glb,square_forest_detail.gltf.glb,2.0 x 2.0 x 1.0,36,trees/vegetation; props
Models/tiles/square/gltf/square_forest_roadA.gltf.glb,square_forest_roadA.gltf.glb,2.0 x 2.0 x 1.0,150,roads; trees/vegetation
Models/tiles/square/gltf/square_forest_roadA_detail.gltf.glb,square_forest_roadA_detail.gltf.glb,2.0 x 2.0 x 1.0,198,roads; trees/vegetation; props
Models/tiles/square/gltf/square_forest_roadB.gltf.glb,square_forest_roadB.gltf.glb,2.0 x 2.0 x 1.0,56,roads; trees/vegetation
Models/tiles/square/gltf/square_forest_roadB_detail.gltf.glb,square_forest_roadB_detail.gltf.glb,2.0 x 2.0 x 1.0,92,roads; trees/vegetation; props
Models/tiles/square/gltf/square_forest_roadC.gltf.glb,square_forest_roadC.gltf.glb,2.0 x 2.0 x 1.0,172,roads; trees/vegetation
Models/tiles/square/gltf/square_forest_roadC_detail.gltf.glb,square_forest_roadC_detail.gltf.glb,2.0 x 2.0 x 1.0,220,roads; trees/vegetation; props
Models/tiles/square/gltf/square_forest_roadD.gltf.glb,square_forest_roadD.gltf.glb,2.0 x 2.003 x 1.0,184,roads; trees/vegetation
Models/tiles/square/gltf/square_forest_roadD_detail.gltf.glb,square_forest_roadD_detail.gltf.glb,2.0 x 2.003 x 1.0,232,roads; trees/vegetation; props
Models/tiles/square/gltf/square_forest_roadE.gltf.glb,square_forest_roadE.gltf.glb,2.0 x 2.0 x 1.0,280,roads; trees/vegetation
Models/tiles/square/gltf/square_forest_roadE_detail.gltf.glb,square_forest_roadE_detail.gltf.glb,2.0 x 2.0 x 1.0,328,roads; trees/vegetation; props
Models/tiles/square/gltf/square_forest_waterInnerCorner.gltf.glb,square_forest_waterInnerCorner.gltf.glb,2.0 x 2.0 x 1.0,146,water/coasts; trees/vegetation
Models/tiles/square/gltf/square_forest_waterInnerCorner_empty.gltf.glb,square_forest_waterInnerCorner_empty.gltf.glb,2.0 x 2.0 x 1.0,136,water/coasts; trees/vegetation
Models/tiles/square/gltf/square_forest_waterInnerCorner_noSides.gltf.glb,square_forest_waterInnerCorner_noSides.gltf.glb,2.0 x 2.0 x 1.0,138,water/coasts; trees/vegetation
Models/tiles/square/gltf/square_forest_waterOuterCorner.gltf.glb,square_forest_waterOuterCorner.gltf.glb,2.0 x 2.0 x 1.0,154,water/coasts; trees/vegetation
Models/tiles/square/gltf/square_forest_waterOuterCorner_empty.gltf.glb,square_forest_waterOuterCorner_empty.gltf.glb,2.0 x 2.0 x 1.0,124,water/coasts; trees/vegetation
Models/tiles/square/gltf/square_forest_waterOuterCorner_noSides.gltf.glb,square_forest_waterOuterCorner_noSides.gltf.glb,2.0 x 2.0 x 1.0,130,water/coasts; trees/vegetation
Models/tiles/square/gltf/square_forest_waterStraight.gltf.glb,square_forest_waterStraight.gltf.glb,2.0 x 2.0 x 1.0,70,water/coasts; trees/vegetation
Models/tiles/square/gltf/square_forest_waterStraight_empty.gltf.glb,square_forest_waterStraight_empty.gltf.glb,2.0 x 2.0 x 1.0,56,water/coasts; trees/vegetation
Models/tiles/square/gltf/square_forest_waterStraight_noSides.gltf.glb,square_forest_waterStraight_noSides.gltf.glb,2.0 x 2.0 x 1.0,58,water/coasts; trees/vegetation
Models/tiles/square/gltf/square_rock.gltf.glb,square_rock.gltf.glb,2.0 x 2.0 x 1.0,12,rocks
Models/tiles/square/gltf/square_rock_detail.gltf.glb,square_rock_detail.gltf.glb,2.0 x 2.0 x 1.0,36,rocks; props
Models/tiles/square/gltf/square_rock_roadA.gltf.glb,square_rock_roadA.gltf.glb,2.0 x 2.0 x 1.0,150,roads; rocks
Models/tiles/square/gltf/square_rock_roadA_detail.gltf.glb,square_rock_roadA_detail.gltf.glb,2.0 x 2.0 x 1.0,198,roads; rocks; props
Models/tiles/square/gltf/square_rock_roadB.gltf.glb,square_rock_roadB.gltf.glb,2.0 x 2.0 x 1.0,56,roads; rocks
Models/tiles/square/gltf/square_rock_roadB_detail.gltf.glb,square_rock_roadB_detail.gltf.glb,2.0 x 2.0 x 1.0,92,roads; rocks; props
Models/tiles/square/gltf/square_rock_roadC.gltf.glb,square_rock_roadC.gltf.glb,2.0 x 2.0 x 1.0,172,roads; rocks
